pair_id,solo_accuracy,solo_precision,solo_recall,solo_f1,similarity,fedavg_accuracy,fedavg_precision,fedavg_recall,fedavg_f1,fedprox_accuracy,fedprox_precision,fedprox_recall,fedprox_f1,scaffold_accuracy,scaffold_precision,scaffold_recall,scaffold_f1,fedov_accuracy,fedov_precision,fedov_recall,fedov_f1,combined_accuracy,combined_precision,combined_recall,combined_f1
44432_44591,0.9821428571428571,0.9824929971988795,0.9821428571428571,0.9814195705284814,0.9976144,0.9464285714285714,0.9494609164420486,0.9464285714285714,0.9382801664355063,0.9642857142857143,0.9656593406593407,0.9642857142857143,0.961064425770308,0.23214285714285715,0.7400432900432901,0.23214285714285715,0.2802727648436424,0.8928571428571429,0.7971938775510204,0.8928571428571429,0.8423180592991913,1.0,1.0,1.0,1.0
67519_70094,0.29927007299270075,0.8421737982604477,0.29927007299270075,0.42741505159828846,0.9982637,0.7226277372262774,0.886241564522793,0.7226277372262774,0.796115303723865,0.8175182481751825,0.8930871618720481,0.8175182481751825,0.8536335121507929,0.051094890510948905,0.0026106878363258566,0.051094890510948905,0.004967558799675588,0.948905109489051,0.900420906814428,0.948905109489051,0.9240274474425217,0.5109489051094891,0.8977681617241604,0.5109489051094891,0.6368029863680298
14907_22306,1.0,1.0,1.0,1.0,0.99747455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.868421052631579,0.8868666994589277,0.868421052631579,0.8393510200731424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25213_30148,0.15833333333333333,0.9040204678362573,0.15833333333333333,0.11686874317701437,0.99820566,0.375,0.9076704545454546,0.375,0.43843934753187547,0.20833333333333334,0.9047067901234568,0.20833333333333334,0.2031101696877098,0.8916666666666667,0.7950694444444445,0.8916666666666667,0.8406020558002937,1.0,1.0,1.0,1.0,0.15833333333333333,0.9040204678362573,0.15833333333333333,0.11686874317701437
47134_54988,0.5,0.5285087719298246,0.5,0.48526077097505665,0.99794555,0.5803571428571429,0.5953595724003887,0.5803571428571429,0.5799222104531838,0.5535714285714286,0.5664285714285714,0.5535714285714286,0.5535714285714286,0.5982142857142857,0.6304841242577416,0.5982142857142857,0.5921212503295469,0.6964285714285714,0.7135598141695703,0.6964285714285714,0.679563492063492,0.5535714285714286,0.5664285714285714,0.5535714285714286,0.5535714285714286
37439_84923,1.0,1.0,1.0,1.0,0.9979813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529411764705882,0.7275086505190311,0.8529411764705882,0.7852474323062557,0.8529411764705882,0.7275086505190311,0.8529411764705882,0.7852474323062557,1.0,1.0,1.0,1.0
11618_44471,1.0,1.0,1.0,1.0,0.9975268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25627_58152,1.0,1.0,1.0,1.0,0.99755013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83622_91068,1.0,1.0,1.0,1.0,0.99777097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
09957_81139,0.56,0.5604729729729729,0.56,0.5519783632174697,0.99753565,0.5828571428571429,0.6167173252279635,0.5828571428571429,0.5395176252319109,0.5942857142857143,0.6346504559270517,0.5942857142857143,0.5521335807050093,0.4857142857142857,0.23591836734693877,0.4857142857142857,0.3175824175824176,0.5428571428571428,0.6092796092796093,0.5428571428571428,0.44023323615160354,0.6057142857142858,0.6054135338345864,0.6057142857142858,0.605068445068445
22306_22936,0.5726495726495726,0.378698224852071,0.5726495726495726,0.46886446886446886,0.9976773,0.6153846153846154,0.378698224852071,0.6153846153846154,0.46886446886446886,0.6153846153846154,0.378698224852071,0.6153846153846154,0.46886446886446886,0.39316239316239315,0.7645888594164456,0.39316239316239315,0.23186224139172323,0.6153846153846154,0.378698224852071,0.6153846153846154,0.46886446886446886,0.5897435897435898,0.5266272189349113,0.5897435897435898,0.5138654448999277
07283_46911,0.5945945945945946,0.35354273192111035,0.5945945945945946,0.44342647732478235,0.99754155,0.5135135135135135,0.4155405405405405,0.5135135135135135,0.43693693693693686,0.5135135135135135,0.4155405405405405,0.5135135135135135,0.43693693693693686,0.5945945945945946,0.35354273192111035,0.5945945945945946,0.44342647732478235,0.5945945945945946,0.35354273192111035,0.5945945945945946,0.44342647732478235,0.5945945945945946,0.5832432432432432,0.5945945945945946,0.585010542457351
41362_96342,0.4772727272727273,0.8529829545454546,0.4772727272727273,0.4959899985847054,0.9978159,0.4772727272727273,0.8529829545454546,0.4772727272727273,0.4959899985847054,0.4772727272727273,0.8529829545454546,0.4772727272727273,0.4959899985847054,0.75,0.8461538461538461,0.75,0.7726650701334246,0.4772727272727273,0.8529829545454546,0.4772727272727273,0.4959899985847054,0.4772727272727273,0.8529829545454546,0.4772727272727273,0.4959899985847054
46216_75557,0.56,0.805,0.56,0.6605128205128206,0.9978716,0.68,0.8758823529411766,0.68,0.752,0.68,0.8758823529411766,0.68,0.752,0.92,0.8464,0.92,0.8816666666666667,0.92,0.8464,0.92,0.8816666666666667,0.52,0.7973333333333333,0.5199999999999999,0.6294736842105263
50684_50823,1.0,1.0,1.0,1.0,0.99779457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3058823529411765,0.6640667534619481,0.3058823529411765,0.28546995993570123,0.9882352941176471,0.9884083044982699,0.9882352941176471,0.9881107998755058,1.0,1.0,1.0,1.0
69945_92158,1.0,1.0,1.0,1.0,0.9975658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23896_25721,0.38636363636363635,0.8597402597402597,0.38636363636363635,0.39492600422832985,0.99755394,0.38636363636363635,0.8597402597402597,0.38636363636363635,0.39492600422832985,0.38636363636363635,0.8597402597402597,0.38636363636363635,0.39492600422832985,0.8181818181818182,0.6694214876033059,0.8181818181818182,0.7363636363636363,0.8106060606060606,0.9072356215213357,0.8106060606060606,0.8306416383587724,0.38636363636363635,0.8597402597402597,0.38636363636363635,0.39492600422832985
25681_56016,0.7045454545454546,0.5535714285714286,0.7045454545454546,0.62,0.99770236,0.75,0.5625,0.75,0.6428571428571428,0.75,0.5625,0.75,0.6428571428571428,0.4318181818181818,0.655952380952381,0.4318181818181818,0.4486248053969902,0.75,0.5625,0.75,0.6428571428571428,0.75,0.5625,0.75,0.6428571428571428
10683_49658,1.0,1.0,1.0,1.0,0.9975885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7941176470588235,0.7607797217247555,0.7941176470588235,0.7747313614711421,0.8676470588235294,0.8856951871657754,0.8676470588235294,0.8266747599602694,1.0,1.0,1.0,1.0
22936_26267,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498,0.99788445,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498,0.6111111111111112,0.3734567901234568,0.6111111111111112,0.4636015325670498
40866_83188,0.782608695652174,0.7915601023017902,0.782608695652174,0.7713884992987378,0.9989756,0.8260869565217391,0.8425559947299078,0.8260869565217391,0.8280936454849498,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.6086956521739131,0.37051039697542537,0.6086956521739131,0.4606345475910693,0.6086956521739131,0.37051039697542537,0.6086956521739131,0.4606345475910693,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086
37996_84923,1.0,1.0,1.0,1.0,0.99792254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,0.9715686274509804,0.9705882352941176,0.9692035006092833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56662_86202,0.8333333333333334,0.9444444444444445,0.8333333333333334,0.8666666666666667,0.9978324,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9285714285714285,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9285714285714285,0.08333333333333333,0.006944444444444444,0.08333333333333333,0.012820512820512822,0.9166666666666666,0.8402777777777777,0.9166666666666666,0.8768115942028986,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9285714285714285
50684_50718,0.4393939393939394,0.8421594586643131,0.4393939393939394,0.4393939393939394,0.9980114,0.4393939393939394,0.8421594586643131,0.4393939393939394,0.4393939393939394,0.4393939393939394,0.8421594586643131,0.4393939393939394,0.4393939393939394,0.6212121212121212,0.860951285001918,0.6212121212121212,0.6481913148579815,0.4393939393939394,0.8421594586643131,0.4393939393939394,0.4393939393939394,0.4393939393939394,0.8421594586643131,0.4393939393939394,0.4393939393939394
46911_94503,0.5,0.5,0.5,0.48571428571428577,0.9975939,0.5833333333333334,0.7727272727272728,0.5833333333333334,0.4957983193277311,0.5833333333333334,0.7727272727272728,0.5833333333333334,0.4957983193277311,0.5833333333333334,0.7727272727272728,0.5833333333333334,0.4957983193277311,0.5,0.25,0.5,0.3333333333333333,0.5833333333333334,0.7727272727272728,0.5833333333333334,0.4957983193277311
44853_47037,0.7424242424242424,0.8771561771561772,0.7424242424242424,0.7619724025974026,0.99758196,0.8257575757575758,0.8154461279461279,0.8257575757575758,0.8175873568218065,0.8181818181818182,0.8081903143585387,0.8181818181818182,0.811063936063936,0.7651515151515151,0.5854568411386594,0.7651515151515151,0.6633502406034595,0.8712121212121212,0.879783829676071,0.8712121212121212,0.8551120579260593,0.8636363636363636,0.8659149035108114,0.8636363636363636,0.8481691919191919
21951_33752,0.48598130841121495,0.4181397085418927,0.48598130841121495,0.4213375534958675,0.9977609,0.5327102803738317,0.5284856552923278,0.5327102803738317,0.5298629953438515,0.5420560747663551,0.5389711534571349,0.5420560747663551,0.5400922305412846,0.48598130841121495,0.48945400885391044,0.48598130841121495,0.48734006783915257,0.5607476635514018,0.3144379421783562,0.5607476635514018,0.40293245285130674,0.5046728971962616,0.5058114208775543,0.5046728971962616,0.5051986756335589
26160_40680,0.48,0.4982857142857143,0.48,0.45950738916256156,0.9976409,0.47,0.48052963430012613,0.47,0.46440759722640934,0.45,0.45914249684741487,0.45,0.4441965631594815,0.55,0.5416000000000001,0.55,0.5200786112020964,0.56,0.5565000000000001,0.56,0.5562301101591188,0.51,0.5335483870967742,0.51,0.4927058823529412
14436_60604,1.0,1.0,1.0,1.0,0.9975141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5132743362831859,0.263450544286945,0.5132743362831859,0.34818609946695644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15102_20864,0.6022727272727273,0.36273243801652894,0.6022727272727273,0.4527724049000645,0.99750173,0.6136363636363636,0.7646290491118077,0.6136363636363636,0.4781024531024531,0.6022727272727273,0.36273243801652894,0.6022727272727273,0.4527724049000645,0.3977272727272727,0.15818698347107438,0.3977272727272727,0.22634885439763489,0.6022727272727273,0.36273243801652894,0.6022727272727273,0.4527724049000645,0.6022727272727273,0.36273243801652894,0.6022727272727273,0.4527724049000645
59334_60403,0.5384615384615384,0.5953424996903258,0.5384615384615384,0.5635859368627131,0.9976696,0.7692307692307693,0.5998168498168498,0.7692307692307693,0.6740416773861589,0.7692307692307693,0.5998168498168498,0.7692307692307693,0.6740416773861589,0.7751479289940828,0.6008543118238157,0.7751479289940828,0.6769625246548323,0.7751479289940828,0.6008543118238157,0.7751479289940828,0.6769625246548323,0.7514792899408284,0.6366694497888457,0.7514792899408284,0.6746330592484439
43387_86946,0.5454545454545454,0.38181818181818183,0.5454545454545454,0.44919786096256686,0.99750006,0.6363636363636364,0.4049586776859504,0.6363636363636364,0.494949494949495,0.6363636363636364,0.4049586776859504,0.6363636363636364,0.494949494949495,0.7272727272727273,0.809090909090909,0.7272727272727273,0.6695187165775401,0.6363636363636364,0.4049586776859504,0.6363636363636364,0.494949494949495,0.5454545454545454,0.38181818181818183,0.5454545454545454,0.44919786096256686
43678_48589,0.43333333333333335,0.43624331174317094,0.43333333333333335,0.43175750834260285,0.9977752,0.48333333333333334,0.48863179074446683,0.48333333333333334,0.479296875,0.5083333333333333,0.5132070135746606,0.5083333333333333,0.5064521739130435,0.475,0.225625,0.475,0.3059322033898305,0.5333333333333333,0.544,0.5333333333333333,0.5262626262626263,0.4583333333333333,0.46267361111111105,0.4583333333333333,0.45322648229624973
14947_89205,0.36585365853658536,0.5814319433516916,0.36585365853658536,0.35830429732868757,0.9975705,0.36585365853658536,0.686411149825784,0.36585365853658536,0.3199010250972075,0.36585365853658536,0.686411149825784,0.36585365853658536,0.3199010250972075,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.5609756097560976,0.584561779683731,0.5609756097560976,0.5716989066442388,0.36585365853658536,0.5814319433516916,0.36585365853658536,0.35830429732868757
44566_89827,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.99842364,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302,0.6521739130434783,0.42533081285444235,0.6521739130434783,0.5148741418764302
02690_83036,0.0,0.0,0.0,0.0,0.99763626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26160_28307,1.0,1.0,1.0,1.0,0.99773335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529411764705882,0.7275086505190311,0.8529411764705882,0.7852474323062557,0.8970588235294118,0.9081447963800905,0.8970588235294118,0.8722731118713902,1.0,1.0,1.0,1.0
26917_30006,0.0,0.0,0.0,0.0,0.9974646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.1,0.01818181818181818
21951_32320,0.4153846153846154,0.32887852887852886,0.4153846153846154,0.34262404262404267,0.99762136,0.4153846153846154,0.3800150829562594,0.4153846153846154,0.3800343964978111,0.4,0.35408163265306125,0.4,0.3584721866188157,0.6461538461538462,0.7968660968660969,0.6461538461538462,0.6035997988939165,0.5846153846153846,0.7779840848806366,0.5846153846153846,0.5108501802390539,0.36923076923076925,0.2667392356071601,0.36923076923076925,0.29875187629798694
31725_36016,1.0,1.0,1.0,1.0,0.9979853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6166666666666667,0.7580610021786494,0.6166666666666667,0.5639583333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17221_17317,0.6711409395973155,0.8338831768482123,0.6711409395973155,0.7428427953409311,0.99785966,0.4429530201342282,0.8542624851954205,0.4429530201342282,0.551408184291302,0.4563758389261745,0.8442996885555116,0.4563758389261745,0.5665548978503424,0.8389261744966443,0.8389261744966443,0.8389261744966443,0.8389261744966443,0.9194630872483222,0.8454123688122157,0.9194630872483222,0.8808842164546862,0.4161073825503356,0.8360370583272988,0.4161073825503356,0.5272488127029289
51291_53036,0.24,0.26285714285714284,0.24,0.2179710144927536,0.99752367,0.56,0.5706666666666667,0.56,0.5644821731748726,0.48,0.5138461538461538,0.48,0.4902463054187192,0.6,0.6,0.6,0.6,0.68,0.7866666666666666,0.68,0.5840000000000001,0.32,0.3744444444444444,0.32,0.32
36825_60107,0.8958333333333334,0.8203947368421053,0.8958333333333334,0.8564560439560439,0.9974704,0.90625,0.8212890625,0.90625,0.8616803278688524,0.90625,0.8212890625,0.90625,0.8616803278688524,0.90625,0.8212890625,0.90625,0.8616803278688524,0.90625,0.8212890625,0.90625,0.8616803278688524,0.8958333333333334,0.8203947368421053,0.8958333333333334,0.8564560439560439
70453_71408,0.9512195121951219,0.9547671840354766,0.9512195121951219,0.950457812971103,0.9977125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3780487804878049,0.14292088042831647,0.3780487804878049,0.20742499460392833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61622_62177,0.08256880733944955,0.5914475550931618,0.08256880733944955,0.12485816413072524,0.997558,0.05504587155963303,0.4730330831248263,0.05504587155963303,0.08467275194562683,0.05963302752293578,0.4981741153862019,0.05963302752293578,0.085561207975226,0.944954128440367,0.8929383048564935,0.944954128440367,0.9182101436731868,0.944954128440367,0.8929383048564935,0.944954128440367,0.9182101436731868,0.07339449541284404,0.5592245238378921,0.07339449541284404,0.10934578860701506
85365_85502,0.5149253731343284,0.5114427860696518,0.5149253731343284,0.5002312308976151,0.997694,0.6417910447761194,0.6477540269839279,0.6417910447761194,0.6352618316483204,0.6343283582089553,0.6407208145319913,0.6343283582089553,0.6268750452703653,0.5074626865671642,0.2632701155874761,0.5074626865671642,0.3466824294369736,0.5074626865671642,0.5070289064403002,0.5074626865671642,0.5071328624733475,0.5373134328358209,0.5618173757674274,0.5373134328358209,0.505833694743857
93133_94655,0.5241379310344828,0.3938520563327563,0.5241379310344828,0.41383141520584954,0.9974792,0.5241379310344828,0.5044797710583833,0.5241379310344828,0.5055199041405939,0.5379310344827586,0.5239837094045248,0.5379310344827586,0.5252838024193336,0.43448275862068964,0.4523983072343038,0.43448275862068964,0.4350207316433108,0.5586206896551724,0.5247750847414431,0.5586206896551724,0.49638273789596193,0.5655172413793104,0.5405913803926662,0.5655172413793104,0.5179133391546721
11600_33469,0.5471698113207547,0.5430828441248041,0.5471698113207547,0.5449399656946827,0.99749154,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.5660377358490566,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.6037735849056604,0.5849056603773585,0.4477115636091911,0.5849056603773585,0.46748767012265635,0.6415094339622641,0.6448943772331224,0.6415094339622641,0.642976471248877,0.5754716981132075,0.5698200829487704,0.5754716981132075,0.5721989473325061
22300_53036,1.0,1.0,1.0,1.0,0.9975952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5846153846153846,0.5366863905325444,0.5846153846153846,0.5508849045691151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68064_70397,0.49612403100775193,0.517808072707832,0.49612403100775193,0.45585783331918656,0.9979892,0.6046511627906976,0.636150930748208,0.6046511627906976,0.5915061364934855,0.5736434108527132,0.5930294081456873,0.5736434108527132,0.5640676266106502,0.4806201550387597,0.5765965300849022,0.4806201550387597,0.33314241040489095,0.4728682170542636,0.4773282361686312,0.4728682170542636,0.4709647561144017,0.5038759689922481,0.5143729620199706,0.5038759689922481,0.49390271544494313
21480_59334,0.4921875,0.4756673177083333,0.4921875,0.4581859373969259,0.9976015,0.5078125,0.5089111328125,0.5078125,0.5080830152671756,0.515625,0.5163499694749695,0.515625,0.5158617424242424,0.4609375,0.35376764112903225,0.4609375,0.31356228587742674,0.546875,0.545751728110599,0.546875,0.5223307291666667,0.578125,0.5788194444444444,0.578125,0.5783311950146628
00015_00315,0.49,0.4475595238095238,0.49,0.42222453945081684,0.9982972,0.54,0.5361729270021262,0.54,0.48292279411764705,0.54,0.5361729270021262,0.54,0.48292279411764705,0.52,0.5211844737895158,0.52,0.5203846153846153,0.54,0.5974570446735394,0.54,0.4050666666666667,0.49,0.4838115449915111,0.49,0.4829565217391304
01146_21564,0.5104895104895105,0.4981965403018035,0.5104895104895105,0.49803070492725665,0.9976403,0.4965034965034965,0.47652017949047654,0.4965034965034965,0.47502309011742977,0.4825174825174825,0.45746486523185553,0.4825174825174825,0.4569276876969184,0.43356643356643354,0.3801575553400371,0.43356643356643354,0.2931930229559729,0.5314685314685315,0.5350636437592959,0.5314685314685315,0.5326197710098639,0.5244755244755245,0.5258983440801622,0.5244755244755245,0.5250851712390173
56592_82615,0.8813559322033898,0.895926256318763,0.8813559322033898,0.8474864277176966,0.99818563,1.0,1.0,1.0,1.0,0.9491525423728814,0.9520307003517748,0.9491525423728814,0.9448082935659043,0.847457627118644,0.7181844297615627,0.847457627118644,0.7774840615767377,0.9322033898305084,0.9372253609541745,0.9322033898305084,0.9238219407710934,0.9152542372881356,0.9229583975346687,0.9152542372881356,0.900974731483206
75008_96877,0.38461538461538464,0.16025641025641027,0.38461538461538464,0.22624434389140274,0.9975816,0.46153846153846156,0.2692307692307692,0.46153846153846156,0.340080971659919,0.46153846153846156,0.2692307692307692,0.46153846153846156,0.340080971659919,0.23076923076923078,0.6666666666666666,0.23076923076923078,0.2744755244755245,0.38461538461538464,0.14792899408284024,0.38461538461538464,0.21367521367521367,0.5384615384615384,0.28994082840236685,0.5384615384615384,0.37692307692307686
06373_06764,1.0,1.0,1.0,1.0,0.9981121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21564_22306,1.0,1.0,1.0,1.0,0.9975265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5604395604395604,0.31409250090568774,0.5604395604395604,0.4025692617241913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68781_68890,1.0,1.0,1.0,1.0,0.9974927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14150943396226415,0.03501264345458082,0.14150943396226415,0.056135973803212225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
07283_46216,0.56,0.7636363636363636,0.56,0.6461538461538461,0.99812,0.6,0.7967914438502675,0.6000000000000001,0.6783216783216782,0.6,0.7967914438502675,0.6000000000000001,0.6783216783216782,0.66,0.8330882352941177,0.66,0.7253767329716696,0.9,0.81,0.9,0.8526315789473684,0.58,0.7930555555555556,0.58,0.6632411067193675
31197_40688,0.6170212765957447,0.625181598062954,0.6170212765957447,0.6106764841233318,0.9983225,0.6914893617021277,0.6922727272727273,0.6914893617021277,0.6911748045768664,0.6914893617021277,0.6922727272727273,0.6914893617021277,0.6911748045768664,0.5638297872340425,0.6432926829268293,0.5638297872340425,0.4936276441991854,0.6702127659574468,0.674074074074074,0.6702127659574468,0.6683737339251166,0.648936170212766,0.6490036231884059,0.648936170212766,0.6488964346349745
00409_20606,0.5377358490566038,0.7277425369353302,0.5377358490566039,0.5893384749575357,0.9978154,0.5283018867924528,0.8090153715427958,0.5283018867924528,0.5750292045736133,0.5377358490566038,0.8110510153267304,0.5377358490566038,0.5845678123271862,0.8207547169811321,0.6736383054467783,0.8207547169811321,0.7399550298171864,0.8207547169811321,0.6736383054467783,0.8207547169811321,0.7399550298171864,0.6509433962264151,0.7162115193644488,0.6509433962264151,0.678345235536048
31875_72994,0.774390243902439,0.7771008770016143,0.774390243902439,0.7739284621829137,0.9981565,0.7865853658536586,0.7909178433889602,0.7865853658536586,0.7863710542859139,0.774390243902439,0.7804932981762249,0.774390243902439,0.7739284621829137,0.5182926829268293,0.26862730517549077,0.5182926829268293,0.35385444215887946,0.7865853658536586,0.7951536172970426,0.7865853658536586,0.7858619803093774,0.7682926829268293,0.7686590989069194,0.7682926829268293,0.768361643437863
43758_50718,0.38823529411764707,0.6408569061427387,0.38823529411764707,0.3750097821833833,0.9975765,0.4117647058823529,0.7366553914693508,0.4117647058823529,0.4297385620915032,0.4470588235294118,0.6883879023307435,0.4470588235294118,0.485605014519679,0.35294117647058826,0.8404512489927478,0.35294117647058826,0.32323893530148184,0.788235294117647,0.6213148788927336,0.788235294117647,0.694891640866873,0.6823529411764706,0.7880672268907564,0.6823529411764706,0.7102194143259626
15779_33475,0.0,0.0,0.0,0.0,0.99757767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67040_77452,0.0,0.0,0.0,0.0,0.9979981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31197_54581,0.6914893617021277,0.6948569161335119,0.6914893617021277,0.6892693536823943,0.99767005,0.7340425531914894,0.7401768317161292,0.7340425531914894,0.7329860884725815,0.7340425531914894,0.7401768317161292,0.7340425531914894,0.7329860884725815,0.5,0.5824175824175823,0.5,0.3615285530270502,0.7021276595744681,0.7041392649903288,0.7021276595744681,0.7018578476719087,0.7340425531914894,0.7342688999547307,0.7340425531914894,0.7340726559019374
40173_91543,1.0,1.0,1.0,1.0,0.9976922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8309859154929577,0.8647887323943663,0.8309859154929577,0.8105495719414526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69880_72531,0.4691358024691358,0.44708355698693864,0.4691358024691358,0.3945189202820038,0.9974998,0.8518518518518519,0.8750298685782556,0.8518518518518519,0.8497942386831276,0.8518518518518519,0.8750298685782556,0.8518518518518519,0.8497942386831276,0.5308641975308642,0.5319623307044691,0.5308641975308642,0.5194147004743584,0.49382716049382713,0.2438652644413961,0.49382716049382713,0.3264972961942659,0.8395061728395061,0.8669329460179133,0.8395061728395061,0.8367737287925081
43893_49658,0.3559322033898305,0.5230309072781655,0.3559322033898305,0.39810330912025826,0.9976754,0.7627118644067796,0.5817293881068659,0.7627118644067796,0.660039113428944,0.7627118644067796,0.5817293881068659,0.7627118644067796,0.660039113428944,0.7627118644067796,0.5817293881068659,0.7627118644067796,0.660039113428944,0.7627118644067796,0.5817293881068659,0.7627118644067796,0.660039113428944,0.559322033898305,0.5795230587307844,0.559322033898305,0.5690035952747817
27409_78290,0.05,0.0125,0.05,0.02,0.9975985,0.1,0.024166666666666666,0.1,0.03626373626373626,0.15,0.046153846153846156,0.15,0.07058823529411765,0.05,0.0035714285714285713,0.05,0.006666666666666666,0.05,0.005,0.05,0.00909090909090909,0.05,0.0125,0.05,0.02
92494_94301,0.8588235294117647,0.7375778546712802,0.8588235294117647,0.7935964259121371,0.99787223,0.8705882352941177,0.8875350140056022,0.8705882352941177,0.8203706372308844,0.8823529411764706,0.8965272856130403,0.8823529411764706,0.8441068735186382,0.1411764705882353,0.019930795847750864,0.1411764705882353,0.034930260764099455,0.8588235294117647,0.7375778546712802,0.8588235294117647,0.7935964259121371,0.8588235294117647,0.8155917788802268,0.8588235294117647,0.8129282482223659
22199_23979,0.5229357798165137,0.5420939017808959,0.5229357798165137,0.46312593086282056,0.99759465,0.5321100917431193,0.5378738297259507,0.5321100917431193,0.5321100917431193,0.5321100917431193,0.5378738297259507,0.5321100917431193,0.5321100917431193,0.5045871559633027,0.5114970066433056,0.5045871559633027,0.5037529169399185,0.45871559633027525,0.4430006273564689,0.45871559633027525,0.3140484971278105,0.5045871559633027,0.5219009070304612,0.5045871559633027,0.4915287771902345
44553_47037,0.75,0.87890625,0.75,0.7690127686079102,0.9978472,0.8257575757575758,0.8154461279461279,0.8257575757575758,0.8175873568218065,0.8106060606060606,0.8013975018692,0.8106060606060606,0.8045866752960574,0.7651515151515151,0.5854568411386594,0.7651515151515151,0.6633502406034595,0.8712121212121212,0.879783829676071,0.8712121212121212,0.8551120579260593,0.8636363636363636,0.8659149035108114,0.8636363636363636,0.8481691919191919
27502_63200,0.8470588235294118,0.7175086505190311,0.8470588235294118,0.7769201948295241,0.9974628,0.8588235294117647,0.8789915966386553,0.8588235294117647,0.8037491919844862,0.8588235294117647,0.8789915966386553,0.8588235294117647,0.8037491919844862,0.15294117647058825,0.023391003460207612,0.15294117647058825,0.04057623049219688,0.8470588235294118,0.7175086505190311,0.8470588235294118,0.7769201948295241,0.8470588235294118,0.8010630758327427,0.8470588235294118,0.7964073371283998
